"","DataTimestampUTC","DataTimestampLOCAL","SaveTimestampLOCAL","C_bKfz_Wert","C_bKfz_Status","C_qKfz_Wert","C_qKfz_Status","C_vKfz_Wert","C_vKfz_Status","C_ConcertStatus","C_TDCDetailStatus","C_IncidentAlarms_Wert","C_IncidentAlarms_Status","C_Dependance","C_Availability"
"1",2015-03-16 22:00:01,2015-03-17 00:00:01,2015-03-17 00:08:50,0,32,0,40,35,38,1,40,0,50,-1,1
"2",2015-03-16 22:01:31,2015-03-17 00:01:31,2015-03-17 00:10:15,0,32,0,40,35,38,1,40,0,50,-1,1
"3",2015-03-16 22:04:31,2015-03-17 00:04:31,2015-03-17 00:13:13,0,32,40,32,35,38,1,38,0,50,-1,1
"4",2015-03-16 22:07:31,2015-03-17 00:07:31,2015-03-17 00:16:35,0,32,0,40,35,38,1,40,0,50,-1,1
"5",2015-03-16 22:09:01,2015-03-17 00:09:01,2015-03-17 00:17:42,0,32,40,32,35,38,1,38,0,50,-1,1
"6",2015-03-16 22:10:31,2015-03-17 00:10:31,2015-03-17 00:19:20,1,32,80,32,35,32,1,32,0,50,-1,1
"7",2015-03-16 22:12:01,2015-03-17 00:12:01,2015-03-17 00:20:34,0,32,0,40,35,38,1,40,0,50,-1,1
"8",2015-03-16 22:13:31,2015-03-17 00:13:31,2015-03-17 00:23:02,0,32,0,40,35,38,1,40,0,50,-1,1
"9",2015-03-16 22:16:31,2015-03-17 00:16:31,2015-03-17 00:25:28,0,32,0,40,35,38,1,40,0,50,-1,1
"10",2015-03-16 22:18:01,2015-03-17 00:18:01,2015-03-17 00:27:40,0,32,0,40,35,38,1,40,0,50,-1,1
"11",2015-03-16 22:19:31,2015-03-17 00:19:31,2015-03-17 00:28:47,0,32,0,40,35,38,1,40,0,50,-1,1
"12",2015-03-16 22:22:31,2015-03-17 00:22:31,2015-03-17 00:32:15,0,32,0,40,35,38,1,40,0,50,-1,1
"13",2015-03-16 22:28:31,2015-03-17 00:28:31,2015-03-17 00:37:17,0,32,0,40,35,38,1,40,0,50,-1,1
"14",2015-03-16 22:30:01,2015-03-17 00:30:01,2015-03-17 00:38:57,0,32,0,40,35,38,1,40,0,50,-1,1
"15",2015-03-16 22:31:31,2015-03-17 00:31:31,2015-03-17 00:40:34,0,32,0,40,35,38,1,40,0,50,-1,1
