"","DataTimestampUTC","DataTimestampLOCAL","SaveTimestampLOCAL","C_bKfz_Wert","C_bKfz_Status","C_qKfz_Wert","C_qKfz_Status","C_vKfz_Wert","C_vKfz_Status","C_ConcertStatus","C_TDCDetailStatus","C_IncidentAlarms_Wert","C_IncidentAlarms_Status","C_Dependance","C_Availability"
"1",2015-03-16 22:06:01,2015-03-17 00:06:01,2015-03-17 00:14:20,0,32,0,40,39,38,1,40,0,50,-1,1
"2",2015-03-16 22:13:31,2015-03-17 00:13:31,2015-03-17 00:21:51,0,32,0,40,39,38,1,40,0,50,-1,1
"3",2015-03-16 22:15:01,2015-03-17 00:15:01,2015-03-17 00:23:21,0,32,40,32,39,38,1,38,0,50,-1,1
"4",2015-03-16 22:28:31,2015-03-17 00:28:31,2015-03-17 00:36:51,0,32,0,40,39,38,1,40,0,50,-1,1
"5",2015-03-16 22:36:01,2015-03-17 00:36:01,2015-03-17 00:44:22,0,32,0,40,39,38,1,40,0,50,-1,1
"6",2015-03-16 22:54:01,2015-03-17 00:54:01,2015-03-17 01:02:16,0,32,0,40,39,38,1,40,0,50,-1,1
"7",2015-03-16 22:55:31,2015-03-17 00:55:31,2015-03-17 01:03:36,0,32,0,40,39,38,1,40,0,50,-1,1
"8",2015-03-16 22:58:31,2015-03-17 00:58:31,2015-03-17 01:06:30,0,32,0,40,39,38,1,40,0,50,-1,1
"9",2015-03-16 23:07:31,2015-03-17 01:07:31,2015-03-17 01:15:33,0,32,0,40,39,38,1,40,0,50,-1,1
"10",2015-03-16 23:10:31,2015-03-17 01:10:31,2015-03-17 01:19:04,0,32,0,40,39,38,1,40,0,50,-1,1
"11",2015-03-16 23:25:31,2015-03-17 01:25:31,2015-03-17 01:33:53,0,32,40,32,39,38,1,38,0,50,-1,1
"12",2015-03-16 23:30:01,2015-03-17 01:30:01,2015-03-17 01:38:41,0,32,0,40,39,38,1,40,0,50,-1,1
"13",2015-03-16 23:46:31,2015-03-17 01:46:31,2015-03-17 01:55:26,0,32,0,40,39,38,1,40,0,50,-1,1
"14",2015-03-16 23:51:01,2015-03-17 01:51:01,2015-03-17 01:58:59,0,32,0,40,39,38,1,40,0,50,-1,1
"15",2015-03-17 00:00:01,2015-03-17 02:00:01,2015-03-17 02:08:01,0,32,0,40,39,38,1,40,0,50,-1,1
"16",2015-03-17 00:01:31,2015-03-17 02:01:31,2015-03-17 02:09:38,0,32,0,40,39,38,1,40,0,50,-1,1
"17",2015-03-17 00:07:31,2015-03-17 02:07:31,2015-03-17 02:16:20,0,32,0,40,39,38,1,40,0,50,-1,1
"18",2015-03-17 00:16:31,2015-03-17 02:16:31,2015-03-17 02:24:54,0,32,0,40,39,38,1,40,0,50,-1,1
"19",2015-03-17 00:33:01,2015-03-17 02:33:01,2015-03-17 02:41:29,0,32,0,40,39,38,1,40,0,50,-1,1
"20",2015-03-17 00:51:01,2015-03-17 02:51:01,2015-03-17 02:59:49,0,32,0,40,39,38,1,40,0,50,-1,1
"21",2015-03-17 01:01:31,2015-03-17 03:01:31,2015-03-17 03:10:03,0,32,0,40,39,38,1,40,0,50,-1,1
"22",2015-03-17 01:03:01,2015-03-17 03:03:01,2015-03-17 03:11:32,0,32,0,40,39,38,1,40,0,50,-1,1
"23",2015-03-17 01:04:31,2015-03-17 03:04:31,2015-03-17 03:12:58,0,32,0,40,39,38,1,40,0,50,-1,1
"24",2015-03-17 01:06:01,2015-03-17 03:06:01,2015-03-17 03:14:26,0,32,0,40,39,38,1,40,0,50,-1,1
"25",2015-03-17 01:07:31,2015-03-17 03:07:31,2015-03-17 03:16:07,0,32,0,40,39,38,1,40,0,50,-1,1
"26",2015-03-17 01:10:31,2015-03-17 03:10:31,2015-03-17 03:18:54,0,32,0,40,39,38,1,40,0,50,-1,1
"27",2015-03-17 01:12:01,2015-03-17 03:12:01,2015-03-17 03:20:30,0,32,0,40,39,38,1,40,0,50,-1,1
"28",2015-03-17 01:16:31,2015-03-17 03:16:31,2015-03-17 03:25:10,0,32,0,40,39,38,1,40,0,50,-1,1
"29",2015-03-17 01:18:01,2015-03-17 03:18:01,2015-03-17 03:26:32,0,32,0,40,39,38,1,40,0,50,-1,1
"30",2015-03-17 01:19:31,2015-03-17 03:19:31,2015-03-17 03:28:05,0,32,40,32,39,38,1,38,0,50,-1,1
"31",2015-03-17 01:21:01,2015-03-17 03:21:01,2015-03-17 03:29:35,0,32,0,40,39,38,1,40,0,50,-1,1
"32",2015-03-17 01:22:31,2015-03-17 03:22:31,2015-03-17 03:31:03,0,32,0,40,39,38,1,40,0,50,-1,1
"33",2015-03-17 01:24:01,2015-03-17 03:24:01,2015-03-17 03:32:29,0,32,0,40,39,38,1,40,0,50,-1,1
"34",2015-03-17 01:25:31,2015-03-17 03:25:31,2015-03-17 03:34:02,0,32,0,40,39,38,1,40,0,50,-1,1
"35",2015-03-17 01:27:01,2015-03-17 03:27:01,2015-03-17 03:35:31,0,32,40,32,39,38,1,38,0,50,-1,1
"36",2015-03-17 01:31:31,2015-03-17 03:31:31,2015-03-17 03:39:56,0,32,40,32,39,38,1,38,0,50,-1,1
