"","DataTimestampUTC","DataTimestampLOCAL","SaveTimestampLOCAL","C_bKfz_Wert","C_bKfz_Status","C_qKfz_Wert","C_qKfz_Status","C_vKfz_Wert","C_vKfz_Status","C_ConcertStatus","C_TDCDetailStatus","C_IncidentAlarms_Wert","C_IncidentAlarms_Status","C_Dependance","C_Availability"
"1",2015-03-16 22:00:01,2015-03-17 00:00:01,2015-03-17 00:08:27,13,32,40,32,1,32,1,32,0,50,-1,1
"2",2015-03-16 22:01:31,2015-03-17 00:01:31,2015-03-17 00:09:53,18,32,80,32,1,32,1,32,0,50,-1,1
"3",2015-03-16 22:06:01,2015-03-17 00:06:01,2015-03-17 00:14:56,7,32,80,32,9,32,1,32,0,50,-1,1
"4",2015-03-16 22:07:31,2015-03-17 00:07:31,2015-03-17 00:15:58,0,32,0,40,17,38,1,40,0,50,-1,1
"5",2015-03-16 22:10:31,2015-03-17 00:10:31,2015-03-17 00:18:56,10,32,40,32,1,32,1,32,0,50,-1,1
"6",2015-03-16 22:12:01,2015-03-17 00:12:01,2015-03-17 00:21:11,15,32,40,32,1,32,1,32,0,50,-1,1
"7",2015-03-16 22:13:31,2015-03-17 00:13:31,2015-03-17 00:21:57,0,32,0,40,9,38,1,40,0,50,-1,1
"8",2015-03-16 22:15:01,2015-03-17 00:15:01,2015-03-17 00:24:11,0,32,0,40,17,38,1,40,0,50,-1,1
"9",2015-03-16 22:16:31,2015-03-17 00:16:31,2015-03-17 00:25:02,0,32,0,40,24,38,1,40,0,50,-1,1
"10",2015-03-16 22:18:01,2015-03-17 00:18:01,2015-03-17 00:26:33,1,32,40,32,24,32,1,32,0,50,-1,1
"11",2015-03-16 22:19:31,2015-03-17 00:19:31,2015-03-17 00:28:06,2,32,0,40,24,38,1,40,0,50,-1,1
"12",2015-03-16 22:21:01,2015-03-17 00:21:01,2015-03-17 00:29:48,7,32,80,32,16,32,1,32,0,50,-1,1
"13",2015-03-16 22:22:31,2015-03-17 00:22:31,2015-03-17 00:31:03,3,32,0,40,24,38,1,40,0,50,-1,1
"14",2015-03-16 22:25:31,2015-03-17 00:25:31,2015-03-17 00:34:14,2,32,40,32,24,32,1,32,0,50,-1,1
"15",2015-03-16 22:27:01,2015-03-17 00:27:01,2015-03-17 00:36:15,3,32,120,32,24,32,1,32,0,50,-1,1
"16",2015-03-16 22:28:31,2015-03-17 00:28:31,2015-03-17 00:37:00,2,32,40,32,24,32,1,32,0,50,-1,1
"17",2015-03-16 22:30:01,2015-03-17 00:30:01,2015-03-17 00:38:27,0,32,0,40,24,38,1,40,0,50,-1,1
"18",2015-03-16 22:31:31,2015-03-17 00:31:31,2015-03-17 00:40:07,3,32,40,32,24,32,1,32,0,50,-1,1
"19",2015-03-16 22:33:01,2015-03-17 00:33:01,2015-03-17 00:41:38,8,32,80,32,16,32,1,32,0,50,-1,1
"20",2015-03-16 22:34:31,2015-03-17 00:34:31,2015-03-17 00:43:05,0,32,0,40,24,38,1,40,0,50,-1,1
"21",2015-03-16 22:36:01,2015-03-17 00:36:01,2015-03-17 00:44:36,0,32,0,40,24,38,1,40,0,50,-1,1
"22",2015-03-16 22:37:31,2015-03-17 00:37:31,2015-03-17 00:46:22,5,32,40,32,16,32,1,32,0,50,-1,1
"23",2015-03-16 22:39:01,2015-03-17 00:39:01,2015-03-17 00:48:50,0,32,0,40,24,38,1,40,0,50,-1,1
"24",2015-03-16 22:40:31,2015-03-17 00:40:31,2015-03-17 00:49:15,5,32,40,32,16,32,1,32,0,50,-1,1
"25",2015-03-16 22:42:01,2015-03-17 00:42:01,2015-03-17 00:50:43,1,32,80,32,24,32,1,32,0,50,-1,1
"26",2015-03-16 22:43:31,2015-03-17 00:43:31,2015-03-17 00:52:30,0,32,0,40,24,38,1,40,0,50,-1,1
"27",2015-03-16 22:45:01,2015-03-17 00:45:01,2015-03-17 00:53:46,0,32,0,40,24,38,1,40,0,50,-1,1
"28",2015-03-16 22:46:31,2015-03-17 00:46:31,2015-03-17 00:55:15,5,32,40,32,16,32,1,32,0,50,-1,1
"29",2015-03-16 22:48:01,2015-03-17 00:48:01,2015-03-17 00:56:46,0,32,0,40,24,38,1,40,0,50,-1,1
"30",2015-03-16 22:49:31,2015-03-17 00:49:31,2015-03-17 00:58:19,0,32,0,40,24,38,1,40,0,50,-1,1
"31",2015-03-16 22:51:01,2015-03-17 00:51:01,2015-03-17 00:59:45,5,32,40,32,16,32,1,32,0,50,-1,1
"32",2015-03-16 23:00:01,2015-03-17 01:00:01,2015-03-17 01:08:49,0,32,0,40,24,38,1,40,0,50,-1,1
"33",2015-03-16 23:01:31,2015-03-17 01:01:31,2015-03-17 01:10:35,0,32,0,40,24,38,1,40,0,50,-1,1
"34",2015-03-16 23:03:01,2015-03-17 01:03:01,2015-03-17 01:11:51,0,32,0,40,24,38,1,40,0,50,-1,1
"35",2015-03-16 23:04:31,2015-03-17 01:04:31,2015-03-17 01:13:23,0,32,0,40,24,38,1,40,0,50,-1,1
"36",2015-03-16 23:06:01,2015-03-17 01:06:01,2015-03-17 01:14:47,0,32,0,40,24,38,1,40,0,50,-1,1
"37",2015-03-16 23:07:31,2015-03-17 01:07:31,2015-03-17 01:16:11,5,32,40,32,16,32,1,32,0,50,-1,1
"38",2015-03-16 23:09:01,2015-03-17 01:09:01,2015-03-17 01:18:44,0,32,0,40,24,38,1,40,0,50,-1,1
"39",2015-03-16 23:10:31,2015-03-17 01:10:31,2015-03-17 01:19:17,0,32,0,40,24,38,1,40,0,50,-1,1
"40",2015-03-16 23:12:01,2015-03-17 01:12:01,2015-03-17 01:20:54,0,32,0,40,24,38,1,40,0,50,-1,1
"41",2015-03-16 23:13:31,2015-03-17 01:13:31,2015-03-17 01:22:26,5,32,0,40,24,38,1,40,0,50,-1,1
"42",2015-03-16 23:16:31,2015-03-17 01:16:31,2015-03-17 01:26:17,14,32,0,40,16,38,1,40,0,50,-1,1
"43",2015-03-16 23:19:31,2015-03-17 01:19:31,2015-03-17 01:28:42,1,32,40,32,24,32,1,32,0,50,-1,1
"44",2015-03-16 23:22:31,2015-03-17 01:22:31,2015-03-17 01:31:22,5,32,40,32,16,32,1,32,0,50,-1,1
"45",2015-03-16 23:25:31,2015-03-17 01:25:31,2015-03-17 01:34:34,0,32,0,40,24,38,1,40,0,50,-1,1
"46",2015-03-16 23:28:31,2015-03-17 01:28:31,2015-03-17 01:37:18,0,32,0,40,24,38,1,40,0,50,-1,1
"47",2015-03-16 23:30:01,2015-03-17 01:30:01,2015-03-17 01:38:25,0,32,0,40,24,38,1,40,0,50,-1,1
"48",2015-03-16 23:31:31,2015-03-17 01:31:31,2015-03-17 01:40:32,0,32,0,40,24,38,1,40,0,50,-1,1
"49",2015-03-16 23:37:31,2015-03-17 01:37:31,2015-03-17 01:46:29,0,32,0,40,24,38,1,40,0,50,-1,1
"50",2015-03-16 23:39:01,2015-03-17 01:39:01,2015-03-17 01:48:44,2,32,40,32,24,32,1,32,0,50,-1,1
"51",2015-03-16 23:42:01,2015-03-17 01:42:01,2015-03-17 01:51:39,12,32,40,32,16,32,1,32,0,50,-1,1
"52",2015-03-16 23:43:31,2015-03-17 01:43:31,2015-03-17 01:52:49,0,32,0,40,24,38,1,40,0,50,-1,1
"53",2015-03-16 23:48:01,2015-03-17 01:48:01,2015-03-17 01:56:47,2,32,40,32,24,32,1,32,0,50,-1,1
"54",2015-03-16 23:54:01,2015-03-17 01:54:01,2015-03-17 02:03:06,1,32,40,32,24,32,1,32,0,50,-1,1
"55",2015-03-16 23:55:31,2015-03-17 01:55:31,2015-03-17 02:05:16,0,32,0,40,24,38,1,40,0,50,-1,1
"56",2015-03-17 00:01:31,2015-03-17 02:01:31,2015-03-17 02:10:21,10,32,0,40,24,38,1,40,0,50,-1,1
"57",2015-03-17 00:03:01,2015-03-17 02:03:01,2015-03-17 02:12:07,15,32,120,32,16,32,1,32,0,50,-1,1
