"","DataTimestampUTC","DataTimestampLOCAL","SaveTimestampLOCAL","C_bKfz_Wert","C_bKfz_Status","C_qKfz_Wert","C_qKfz_Status","C_vKfz_Wert","C_vKfz_Status","C_ConcertStatus","C_TDCDetailStatus","C_IncidentAlarms_Wert","C_IncidentAlarms_Status","C_Dependance","C_Availability"
"1",2015-03-16 22:03:01,2015-03-17 00:03:01,2015-03-17 00:11:21,1,32,120,32,43,32,1,32,0,50,-1,1
"2",2015-03-16 22:22:31,2015-03-17 00:22:31,2015-03-17 00:30:52,0,32,40,32,43,38,1,38,0,50,-1,1
"3",2015-03-16 22:28:31,2015-03-17 00:28:31,2015-03-17 00:36:52,0,32,0,40,43,38,1,40,0,50,-1,1
"4",2015-03-16 22:58:31,2015-03-17 00:58:31,2015-03-17 01:06:42,0,32,40,32,43,38,1,38,0,50,-1,1
"5",2015-03-16 23:07:31,2015-03-17 01:07:31,2015-03-17 01:15:45,0,32,0,40,43,38,1,40,0,50,-1,1
"6",2015-03-16 23:15:01,2015-03-17 01:15:01,2015-03-17 01:23:28,0,32,0,40,43,38,1,40,0,50,-1,1
"7",2015-03-16 23:22:31,2015-03-17 01:22:31,2015-03-17 01:30:30,0,32,0,40,43,38,1,40,0,50,-1,1
"8",2015-03-16 23:30:01,2015-03-17 01:30:01,2015-03-17 01:39:01,0,32,0,40,43,38,1,40,0,50,-1,1
"9",2015-03-16 23:46:31,2015-03-17 01:46:31,2015-03-17 01:55:27,0,32,40,32,43,38,1,38,0,50,-1,1
"10",2015-03-16 23:49:31,2015-03-17 01:49:31,2015-03-17 01:57:56,0,32,0,40,43,38,1,40,0,50,-1,1
"11",2015-03-16 23:51:01,2015-03-17 01:51:01,2015-03-17 01:59:00,0,32,0,40,43,38,1,40,0,50,-1,1
"12",2015-03-17 00:00:01,2015-03-17 02:00:01,2015-03-17 02:08:03,0,32,0,40,43,38,1,40,0,50,-1,1
"13",2015-03-17 00:01:31,2015-03-17 02:01:31,2015-03-17 02:09:40,0,32,0,40,43,38,1,40,0,50,-1,1
"14",2015-03-17 00:07:31,2015-03-17 02:07:31,2015-03-17 02:16:22,0,32,0,40,43,38,1,40,0,50,-1,1
"15",2015-03-17 00:16:31,2015-03-17 02:16:31,2015-03-17 02:24:54,0,32,0,40,43,38,1,40,0,50,-1,1
"16",2015-03-17 00:33:01,2015-03-17 02:33:01,2015-03-17 02:41:31,0,32,0,40,43,38,1,40,0,50,-1,1
"17",2015-03-17 00:39:01,2015-03-17 02:39:01,2015-03-17 02:47:24,0,32,0,40,43,38,1,40,0,50,-1,1
"18",2015-03-17 00:48:01,2015-03-17 02:48:01,2015-03-17 02:56:25,0,32,0,40,43,38,1,40,0,50,-1,1
"19",2015-03-17 01:07:31,2015-03-17 03:07:31,2015-03-17 03:15:55,0,32,0,40,43,38,1,40,0,50,-1,1
"20",2015-03-17 01:16:31,2015-03-17 03:16:31,2015-03-17 03:24:58,0,32,0,40,43,38,1,40,0,50,-1,1
"21",2015-03-17 01:36:01,2015-03-17 03:36:01,2015-03-17 03:44:25,0,32,40,32,43,38,1,38,0,50,-1,1
"22",2015-03-17 01:37:31,2015-03-17 03:37:31,2015-03-17 03:45:54,0,32,0,40,43,38,1,40,0,50,-1,1
"23",2015-03-17 01:39:01,2015-03-17 03:39:01,2015-03-17 03:47:27,0,32,40,32,43,38,1,38,0,50,-1,1
"24",2015-03-17 01:45:01,2015-03-17 03:45:01,2015-03-17 03:53:29,0,32,0,40,43,38,1,40,0,50,-1,1
"25",2015-03-17 01:48:01,2015-03-17 03:48:01,2015-03-17 03:57:20,0,32,0,40,43,38,1,40,0,50,-1,1
"26",2015-03-17 01:49:31,2015-03-17 03:49:31,2015-03-17 03:57:54,0,32,80,32,43,38,1,38,0,50,-1,1
"27",2015-03-17 02:00:01,2015-03-17 04:00:01,2015-03-17 04:09:16,0,32,40,32,43,38,1,38,0,50,-1,1
"28",2015-03-17 02:16:31,2015-03-17 04:16:31,2015-03-17 04:24:54,0,32,0,40,43,38,1,40,0,50,-1,1
"29",2015-03-17 02:19:31,2015-03-17 04:19:31,2015-03-17 04:27:54,0,32,0,40,43,38,1,40,0,50,-1,1
"30",2015-03-17 02:36:01,2015-03-17 04:36:01,2015-03-17 04:44:24,0,32,0,40,43,38,1,40,0,50,-1,1
"31",2015-03-17 02:43:31,2015-03-17 04:43:31,2015-03-17 04:51:56,0,32,0,40,43,38,1,40,0,50,-1,1
"32",2015-03-17 02:54:01,2015-03-17 04:54:01,2015-03-17 05:02:15,0,32,40,32,43,38,1,38,0,50,-1,1
"33",2015-03-17 02:55:31,2015-03-17 04:55:31,2015-03-17 05:03:46,0,32,0,40,43,38,1,40,0,50,-1,1
