"","DataTimestampUTC","DataTimestampLOCAL","SaveTimestampLOCAL","C_bKfz_Wert","C_bKfz_Status","C_qKfz_Wert","C_qKfz_Status","C_vKfz_Wert","C_vKfz_Status","C_ConcertStatus","C_TDCDetailStatus","C_IncidentAlarms_Wert","C_IncidentAlarms_Status","C_Dependance","C_Availability"
"1",2015-03-16 22:03:01,2015-03-17 00:03:01,2015-03-17 00:12:01,0,32,0,40,14,38,1,40,0,50,-1,1
"2",2015-03-16 22:06:01,2015-03-17 00:06:01,2015-03-17 00:14:36,0,32,0,40,14,38,1,40,0,50,-1,1
"3",2015-03-16 22:12:01,2015-03-17 00:12:01,2015-03-17 00:20:53,0,32,0,40,14,38,1,40,0,50,-1,1
"4",2015-03-16 22:15:01,2015-03-17 00:15:01,2015-03-17 00:23:53,0,32,0,40,14,38,1,40,0,50,-1,1
"5",2015-03-16 22:24:01,2015-03-17 00:24:01,2015-03-17 00:33:38,0,32,0,40,14,38,1,40,0,50,-1,1
"6",2015-03-16 22:27:01,2015-03-17 00:27:01,2015-03-17 00:35:48,0,32,0,40,14,38,1,40,0,50,-1,1
"7",2015-03-16 22:37:31,2015-03-17 00:37:31,2015-03-17 00:45:56,0,32,0,40,14,38,1,40,0,50,-1,1
"8",2015-03-16 22:45:01,2015-03-17 00:45:01,2015-03-17 00:53:28,0,32,0,40,14,38,1,40,0,50,-1,1
"9",2015-03-16 22:49:31,2015-03-17 00:49:31,2015-03-17 00:57:55,0,32,0,40,14,38,1,40,0,50,-1,1
"10",2015-03-16 22:52:31,2015-03-17 00:52:31,2015-03-17 01:00:53,0,32,0,40,14,38,1,40,0,50,-1,1
"11",2015-03-16 22:57:01,2015-03-17 00:57:01,2015-03-17 01:05:05,0,32,0,40,14,38,1,40,0,50,-1,1
"12",2015-03-16 23:01:31,2015-03-17 01:01:31,2015-03-17 01:09:55,0,32,0,40,14,38,1,40,0,50,-1,1
"13",2015-03-16 23:03:01,2015-03-17 01:03:01,2015-03-17 01:11:28,0,32,0,40,14,38,1,40,0,50,-1,1
"14",2015-03-16 23:04:31,2015-03-17 01:04:31,2015-03-17 01:12:57,0,32,0,40,14,38,1,40,0,50,-1,1
"15",2015-03-16 23:09:01,2015-03-17 01:09:01,2015-03-17 01:18:17,0,32,0,40,14,38,1,40,0,50,-1,1
"16",2015-03-16 23:10:31,2015-03-17 01:10:31,2015-03-17 01:19:07,0,32,0,40,14,38,1,40,0,50,-1,1
"17",2015-03-16 23:12:01,2015-03-17 01:12:01,2015-03-17 01:20:29,0,32,0,40,14,38,1,40,0,50,-1,1
"18",2015-03-16 23:13:31,2015-03-17 01:13:31,2015-03-17 01:22:04,0,32,0,40,14,38,1,40,0,50,-1,1
"19",2015-03-16 23:16:31,2015-03-17 01:16:31,2015-03-17 01:25:50,0,32,0,40,14,38,1,40,0,50,-1,1
"20",2015-03-16 23:19:31,2015-03-17 01:19:31,2015-03-17 01:28:03,0,32,0,40,14,38,1,40,0,50,-1,1
"21",2015-03-16 23:21:01,2015-03-17 01:21:01,2015-03-17 01:29:45,0,32,0,40,14,38,1,40,0,50,-1,1
"22",2015-03-16 23:22:31,2015-03-17 01:22:31,2015-03-17 01:30:54,0,32,0,40,14,38,1,40,0,50,-1,1
"23",2015-03-16 23:25:31,2015-03-17 01:25:31,2015-03-17 01:34:09,0,32,0,40,14,38,1,40,0,50,-1,1
"24",2015-03-16 23:27:01,2015-03-17 01:27:01,2015-03-17 01:36:26,0,32,0,40,14,38,1,40,0,50,-1,1
"25",2015-03-16 23:28:31,2015-03-17 01:28:31,2015-03-17 01:36:58,0,32,0,40,14,38,1,40,0,50,-1,1
"26",2015-03-16 23:31:31,2015-03-17 01:31:31,2015-03-17 01:40:01,0,32,0,40,14,38,1,40,0,50,-1,1
"27",2015-03-16 23:36:01,2015-03-17 01:36:01,2015-03-17 01:45:31,0,32,0,40,14,38,1,40,0,50,-1,1
"28",2015-03-16 23:37:31,2015-03-17 01:37:31,2015-03-17 01:46:07,0,32,0,40,14,38,1,40,0,50,-1,1
"29",2015-03-16 23:39:01,2015-03-17 01:39:01,2015-03-17 01:48:17,0,32,0,40,14,38,1,40,0,50,-1,1
"30",2015-03-16 23:42:01,2015-03-17 01:42:01,2015-03-17 01:51:08,0,32,0,40,14,38,1,40,0,50,-1,1
"31",2015-03-16 23:43:31,2015-03-17 01:43:31,2015-03-17 01:52:06,0,32,0,40,14,38,1,40,0,50,-1,1
"32",2015-03-16 23:48:01,2015-03-17 01:48:01,2015-03-17 01:56:40,0,32,0,40,14,38,1,40,0,50,-1,1
"33",2015-03-16 23:51:01,2015-03-17 01:51:01,2015-03-17 02:00:07,0,32,0,40,14,38,1,40,0,50,-1,1
"34",2015-03-16 23:52:31,2015-03-17 01:52:31,2015-03-17 02:02:16,0,32,0,40,14,38,1,40,0,50,-1,1
"35",2015-03-16 23:54:01,2015-03-17 01:54:01,2015-03-17 02:02:30,0,32,0,40,14,38,1,40,0,50,-1,1
"36",2015-03-16 23:55:31,2015-03-17 01:55:31,2015-03-17 02:04:11,0,32,0,40,14,38,1,40,0,50,-1,1
"37",2015-03-17 00:01:31,2015-03-17 02:01:31,2015-03-17 02:09:57,0,32,0,40,14,38,1,40,0,50,-1,1
"38",2015-03-17 00:03:01,2015-03-17 02:03:01,2015-03-17 02:11:39,0,32,0,40,14,38,1,40,0,50,-1,1
"39",2015-03-17 00:04:31,2015-03-17 02:04:31,2015-03-17 02:13:49,0,32,0,40,14,38,1,40,0,50,-1,1
