"","DataTimestampUTC","DataTimestampLOCAL","SaveTimestampLOCAL","C_bKfz_Wert","C_bKfz_Status","C_qKfz_Wert","C_qKfz_Status","C_vKfz_Wert","C_vKfz_Status","C_ConcertStatus","C_TDCDetailStatus","C_IncidentAlarms_Wert","C_IncidentAlarms_Status","C_Dependance","C_Availability"
"1",2015-03-16 22:24:01,2015-03-17 00:24:01,2015-03-17 00:32:20,0,32,0,40,39,38,1,40,0,50,-1,1
"2",2015-03-16 22:36:01,2015-03-17 00:36:01,2015-03-17 00:44:21,0,32,0,40,39,38,1,40,0,50,-1,1
"3",2015-03-16 22:48:01,2015-03-17 00:48:01,2015-03-17 00:56:21,0,32,0,40,39,38,1,40,0,50,-1,1
"4",2015-03-16 22:54:01,2015-03-17 00:54:01,2015-03-17 01:02:14,0,32,0,40,39,38,1,40,0,50,-1,1
"5",2015-03-16 22:55:31,2015-03-17 00:55:31,2015-03-17 01:03:33,0,32,0,40,39,38,1,40,0,50,-1,1
"6",2015-03-16 22:58:31,2015-03-17 00:58:31,2015-03-17 01:06:41,0,32,0,40,39,38,1,40,0,50,-1,1
"7",2015-03-16 23:06:01,2015-03-17 01:06:01,2015-03-17 01:14:22,0,32,0,40,39,38,1,40,0,50,-1,1
"8",2015-03-16 23:07:31,2015-03-17 01:07:31,2015-03-17 01:15:43,0,32,0,40,39,38,1,40,0,50,-1,1
"9",2015-03-16 23:09:01,2015-03-17 01:09:01,2015-03-17 01:17:24,0,32,0,40,39,38,1,40,0,50,-1,1
"10",2015-03-16 23:10:31,2015-03-17 01:10:31,2015-03-17 01:19:05,0,32,0,40,39,38,1,40,0,50,-1,1
"11",2015-03-16 23:15:01,2015-03-17 01:15:01,2015-03-17 01:23:27,0,32,0,40,39,38,1,40,0,50,-1,1
"12",2015-03-16 23:22:31,2015-03-17 01:22:31,2015-03-17 01:30:28,0,32,0,40,39,38,1,40,0,50,-1,1
"13",2015-03-16 23:30:01,2015-03-17 01:30:01,2015-03-17 01:39:00,0,32,0,40,39,38,1,40,0,50,-1,1
"14",2015-03-16 23:46:31,2015-03-17 01:46:31,2015-03-17 01:55:38,0,32,0,40,39,38,1,40,0,50,-1,1
"15",2015-03-16 23:49:31,2015-03-17 01:49:31,2015-03-17 01:58:07,5,32,200,32,39,32,1,32,0,50,-1,1
"16",2015-03-16 23:51:01,2015-03-17 01:51:01,2015-03-17 01:59:13,0,32,0,40,39,38,1,40,0,50,-1,1
"17",2015-03-17 00:00:01,2015-03-17 02:00:01,2015-03-17 02:08:13,0,32,0,40,39,38,1,40,0,50,-1,1
"18",2015-03-17 00:07:31,2015-03-17 02:07:31,2015-03-17 02:16:30,0,32,0,40,39,38,1,40,0,50,-1,1
"19",2015-03-17 00:12:01,2015-03-17 02:12:01,2015-03-17 02:20:25,0,32,0,40,39,38,1,40,0,50,-1,1
"20",2015-03-17 00:15:01,2015-03-17 02:15:01,2015-03-17 02:23:25,0,32,0,40,39,38,1,40,0,50,-1,1
"21",2015-03-17 00:21:01,2015-03-17 02:21:01,2015-03-17 02:29:32,0,32,0,40,39,38,1,40,0,50,-1,1
"22",2015-03-17 00:25:31,2015-03-17 02:25:31,2015-03-17 02:33:58,0,32,0,40,39,38,1,40,0,50,-1,1
"23",2015-03-17 00:30:01,2015-03-17 02:30:01,2015-03-17 02:38:32,0,32,0,40,39,38,1,40,0,50,-1,1
"24",2015-03-17 00:31:31,2015-03-17 02:31:31,2015-03-17 02:39:54,0,32,0,40,39,38,1,40,0,50,-1,1
"25",2015-03-17 00:33:01,2015-03-17 02:33:01,2015-03-17 02:41:39,0,32,0,40,39,38,1,40,0,50,-1,1
"26",2015-03-17 00:34:31,2015-03-17 02:34:31,2015-03-17 02:43:11,0,32,0,40,39,38,1,40,0,50,-1,1
"27",2015-03-17 00:36:01,2015-03-17 02:36:01,2015-03-17 02:44:24,0,32,0,40,39,38,1,40,0,50,-1,1
"28",2015-03-17 00:37:31,2015-03-17 02:37:31,2015-03-17 02:46:00,0,32,0,40,39,38,1,40,0,50,-1,1
"29",2015-03-17 00:39:01,2015-03-17 02:39:01,2015-03-17 02:47:28,0,32,0,40,39,38,1,40,0,50,-1,1
"30",2015-03-17 00:43:31,2015-03-17 02:43:31,2015-03-17 02:51:59,0,32,0,40,39,38,1,40,0,50,-1,1
"31",2015-03-17 00:45:01,2015-03-17 02:45:01,2015-03-17 02:53:27,0,32,0,40,39,38,1,40,0,50,-1,1
"32",2015-03-17 00:48:01,2015-03-17 02:48:01,2015-03-17 02:56:27,0,32,0,40,39,38,1,40,0,50,-1,1
"33",2015-03-17 00:49:31,2015-03-17 02:49:31,2015-03-17 02:57:57,0,32,0,40,39,38,1,40,0,50,-1,1
"34",2015-03-17 00:51:01,2015-03-17 02:51:01,2015-03-17 02:59:45,0,32,0,40,39,38,1,40,0,50,-1,1
"35",2015-03-17 01:01:31,2015-03-17 03:01:31,2015-03-17 03:10:01,0,32,0,40,39,38,1,40,0,50,-1,1
"36",2015-03-17 01:03:01,2015-03-17 03:03:01,2015-03-17 03:11:31,0,32,0,40,39,38,1,40,0,50,-1,1
"37",2015-03-17 01:04:31,2015-03-17 03:04:31,2015-03-17 03:12:57,0,32,0,40,39,38,1,40,0,50,-1,1
"38",2015-03-17 01:06:01,2015-03-17 03:06:01,2015-03-17 03:14:24,0,32,0,40,39,38,1,40,0,50,-1,1
"39",2015-03-17 01:07:31,2015-03-17 03:07:31,2015-03-17 03:16:04,0,32,0,40,39,38,1,40,0,50,-1,1
"40",2015-03-17 01:12:01,2015-03-17 03:12:01,2015-03-17 03:20:27,0,32,0,40,39,38,1,40,0,50,-1,1
"41",2015-03-17 01:16:31,2015-03-17 03:16:31,2015-03-17 03:25:07,0,32,0,40,39,38,1,40,0,50,-1,1
"42",2015-03-17 01:18:01,2015-03-17 03:18:01,2015-03-17 03:26:30,0,32,0,40,39,38,1,40,0,50,-1,1
"43",2015-03-17 01:19:31,2015-03-17 03:19:31,2015-03-17 03:28:02,0,32,0,40,39,38,1,40,0,50,-1,1
"44",2015-03-17 01:21:01,2015-03-17 03:21:01,2015-03-17 03:29:33,0,32,0,40,39,38,1,40,0,50,-1,1
"45",2015-03-17 01:22:31,2015-03-17 03:22:31,2015-03-17 03:31:00,0,32,0,40,39,38,1,40,0,50,-1,1
"46",2015-03-17 01:24:01,2015-03-17 03:24:01,2015-03-17 03:32:28,0,32,0,40,39,38,1,40,0,50,-1,1
"47",2015-03-17 01:25:31,2015-03-17 03:25:31,2015-03-17 03:34:01,0,32,0,40,39,38,1,40,0,50,-1,1
"48",2015-03-17 01:27:01,2015-03-17 03:27:01,2015-03-17 03:35:29,0,32,0,40,39,38,1,40,0,50,-1,1
"49",2015-03-17 01:31:31,2015-03-17 03:31:31,2015-03-17 03:39:54,0,32,0,40,39,38,1,40,0,50,-1,1
"50",2015-03-17 01:33:01,2015-03-17 03:33:01,2015-03-17 03:41:27,0,32,0,40,39,38,1,40,0,50,-1,1
"51",2015-03-17 01:36:01,2015-03-17 03:36:01,2015-03-17 03:44:33,0,32,0,40,39,38,1,40,0,50,-1,1
"52",2015-03-17 01:37:31,2015-03-17 03:37:31,2015-03-17 03:46:02,0,32,0,40,39,38,1,40,0,50,-1,1
"53",2015-03-17 01:39:01,2015-03-17 03:39:01,2015-03-17 03:47:34,0,32,0,40,39,38,1,40,0,50,-1,1
"54",2015-03-17 01:40:31,2015-03-17 03:40:31,2015-03-17 03:48:57,0,32,0,40,39,38,1,40,0,50,-1,1
"55",2015-03-17 01:42:01,2015-03-17 03:42:01,2015-03-17 03:50:34,0,32,0,40,39,38,1,40,0,50,-1,1
"56",2015-03-17 01:43:31,2015-03-17 03:43:31,2015-03-17 03:51:57,0,32,0,40,39,38,1,40,0,50,-1,1
"57",2015-03-17 01:45:01,2015-03-17 03:45:01,2015-03-17 03:53:38,0,32,40,32,39,38,1,38,0,50,-1,1
"58",2015-03-17 01:46:31,2015-03-17 03:46:31,2015-03-17 03:54:56,0,32,0,40,39,38,1,40,0,50,-1,1
"59",2015-03-17 01:48:01,2015-03-17 03:48:01,2015-03-17 03:57:28,0,32,0,40,39,38,1,40,0,50,-1,1
"60",2015-03-17 01:51:01,2015-03-17 03:51:01,2015-03-17 03:59:26,0,32,0,40,39,38,1,40,0,50,-1,1
"61",2015-03-17 01:52:31,2015-03-17 03:52:31,2015-03-17 04:00:50,0,32,0,40,39,38,1,40,0,50,-1,1
"62",2015-03-17 01:55:31,2015-03-17 03:55:31,2015-03-17 04:04:01,0,32,0,40,39,38,1,40,0,50,-1,1
"63",2015-03-17 01:57:01,2015-03-17 03:57:01,2015-03-17 04:05:28,0,32,0,40,39,38,1,40,0,50,-1,1
"64",2015-03-17 02:00:01,2015-03-17 04:00:01,2015-03-17 04:09:24,0,32,40,32,39,38,1,38,0,50,-1,1
"65",2015-03-17 02:01:31,2015-03-17 04:01:31,2015-03-17 04:09:54,0,32,0,40,39,38,1,40,0,50,-1,1
"66",2015-03-17 02:04:31,2015-03-17 04:04:31,2015-03-17 04:12:58,0,32,0,40,39,38,1,40,0,50,-1,1
"67",2015-03-17 02:10:31,2015-03-17 04:10:31,2015-03-17 04:18:55,0,32,0,40,39,38,1,40,0,50,-1,1
"68",2015-03-17 02:15:01,2015-03-17 04:15:01,2015-03-17 04:23:28,0,32,0,40,39,38,1,40,0,50,-1,1
"69",2015-03-17 02:21:01,2015-03-17 04:21:01,2015-03-17 04:29:26,0,32,0,40,39,38,1,40,0,50,-1,1
"70",2015-03-17 02:22:31,2015-03-17 04:22:31,2015-03-17 04:30:55,0,32,0,40,39,38,1,40,0,50,-1,1
"71",2015-03-17 02:36:01,2015-03-17 04:36:01,2015-03-17 04:44:27,0,32,0,40,39,38,1,40,0,50,-1,1
"72",2015-03-17 02:42:01,2015-03-17 04:42:01,2015-03-17 04:50:24,0,32,0,40,39,38,1,40,0,50,-1,1
"73",2015-03-17 02:52:31,2015-03-17 04:52:31,2015-03-17 05:00:23,0,32,0,40,39,38,1,40,0,50,-1,1
"74",2015-03-17 03:46:31,2015-03-17 05:46:31,2015-03-17 05:54:51,0,32,0,40,39,38,1,40,0,50,-1,1
"75",2015-03-17 03:49:31,2015-03-17 05:49:31,2015-03-17 05:57:50,0,32,0,40,39,38,1,40,0,50,-1,1
"76",2015-03-17 04:34:31,2015-03-17 06:34:31,2015-03-17 06:42:54,2,32,40,32,39,32,1,32,0,50,-1,1
"77",2015-03-17 05:15:01,2015-03-17 07:15:01,2015-03-17 07:23:25,2,32,40,32,39,32,1,32,0,50,-1,1
"78",2015-03-17 05:24:01,2015-03-17 07:24:01,2015-03-17 07:32:29,0,32,40,32,39,38,1,38,0,50,-1,1
"79",2015-03-17 05:25:31,2015-03-17 07:25:31,2015-03-17 07:33:57,1,32,40,32,39,32,1,32,0,50,-1,1
"80",2015-03-17 05:31:31,2015-03-17 07:31:31,2015-03-17 07:39:55,5,32,160,32,39,32,1,32,0,50,-1,1
"81",2015-03-17 05:36:01,2015-03-17 07:36:01,2015-03-17 07:44:30,3,32,120,32,39,32,1,32,0,50,-1,1
"82",2015-03-17 05:37:31,2015-03-17 07:37:31,2015-03-17 07:46:07,0,32,40,32,39,38,1,38,0,50,-1,1
"83",2015-03-17 05:39:01,2015-03-17 07:39:01,2015-03-17 07:47:27,1,32,80,32,39,32,1,32,0,50,-1,1
"84",2015-03-17 05:40:31,2015-03-17 07:40:31,2015-03-17 07:49:02,3,32,120,32,39,32,1,32,0,50,-1,1
"85",2015-03-17 05:42:01,2015-03-17 07:42:01,2015-03-17 07:50:30,8,32,160,32,31,32,1,32,0,50,-1,1
"86",2015-03-17 05:43:31,2015-03-17 07:43:31,2015-03-17 07:52:02,3,32,160,32,39,32,1,32,0,50,-1,1
"87",2015-03-17 05:45:01,2015-03-17 07:45:01,2015-03-17 07:53:33,6,32,280,32,39,32,1,32,0,50,-1,1
