"id","lat","lon","juosta","pavadinimas","kodas","map_id"
1055,NULL,NULL,NULL,NULL,"118 D5",118
1056,NULL,NULL,2,NULL,"VD3.2",861
1057,NULL,NULL,1,NULL,"VD1.1",502
1058,NULL,NULL,NULL,NULL,"D9",121
1059,NULL,NULL,NULL,NULL,"502 D10",502
1060,NULL,NULL,NULL,NULL,"D7",121
1061,NULL,NULL,1,NULL,"VD3.1",502
1062,NULL,NULL,NULL,NULL,"121 D3",121
1063,NULL,NULL,NULL,NULL,"D5",121
1064,NULL,NULL,1,NULL,"VD4.1",502
1065,NULL,NULL,NULL,NULL,"121 D32",121
1066,NULL,NULL,NULL,NULL,"121 D4",121
1067,NULL,NULL,2,NULL,"VD4.2",502
1068,NULL,NULL,1,NULL,"VD5.1",502
1069,NULL,NULL,1,NULL,"VD5.1",502
1070,NULL,NULL,1,NULL,"VD7.1",502
1071,NULL,NULL,1,NULL,"VD4.1",861
1072,NULL,NULL,2,NULL,"VD4.2",861
1073,NULL,NULL,1,NULL,"VD1.1",503
1074,NULL,NULL,2,NULL,"VD1.2",503
1075,NULL,NULL,1,NULL,"VD2.1",503
1076,NULL,NULL,1,NULL,"VD3.1",503
1077,NULL,NULL,2,NULL,"VD3.2",503
1078,NULL,NULL,1,NULL,"VD4.1",503
1079,NULL,NULL,1,NULL,"VD1.1",103
1080,NULL,NULL,3,NULL,"VD1.3",103
1081,NULL,NULL,1,NULL,"VD2.1",103
1082,NULL,NULL,2,NULL,"VD2.2",103
1083,NULL,NULL,3,NULL,"VD2.3",103
1084,NULL,NULL,1,NULL,"VD5.1",861
1085,NULL,NULL,1,NULL,"VD5.1",503
1086,NULL,NULL,1,NULL,"VD6.1",503
1087,NULL,NULL,2,NULL,"VD6.2",503
1088,NULL,NULL,1,NULL,"VD7.1",503
1089,NULL,NULL,1,NULL,"VD1.1",504
1090,NULL,NULL,1,NULL,"VD2.1",504
1091,NULL,NULL,2,NULL,"VD2.2",504
1092,NULL,NULL,1,NULL,"VD3.1",504
1093,NULL,NULL,2,NULL,"VD3.2",504
1094,NULL,NULL,1,NULL,"VD1.1",104
1095,NULL,NULL,2,NULL,"VD1.2",104
1096,NULL,NULL,3,NULL,"VD1.3",104
1097,NULL,NULL,1,NULL,"VD2.1",104
1098,NULL,NULL,2,NULL,"VD2.2",104
1099,NULL,NULL,3,NULL,"VD2.3",104
1100,NULL,NULL,3,NULL,"VD3.3",104
1101,NULL,NULL,1,NULL,"VD6.1",861
1102,NULL,NULL,1,NULL,"VD4.1",504
1103,NULL,NULL,1,NULL,"VD5.1",504
1104,NULL,NULL,2,NULL,"VD5.2",504
1105,NULL,NULL,2,NULL,"VD6.2",861
1106,NULL,NULL,NULL,NULL,"d8",1008
1107,NULL,NULL,NULL,NULL,"d2",1008
1108,NULL,NULL,NULL,NULL,"505 D1",505
1109,NULL,NULL,2,NULL,"VD1.2",505
1110,NULL,NULL,1,NULL,"VD2.1",505
1111,NULL,NULL,2,NULL,"VD2.2",505
1112,NULL,NULL,1,NULL,"VD3.1",505
1113,NULL,NULL,NULL,NULL,"D1",506
1114,NULL,NULL,NULL,NULL,"D2",506
1115,NULL,NULL,NULL,NULL,"d5",1008
1116,NULL,NULL,NULL,NULL,"d1",1008
1117,NULL,NULL,NULL,NULL,"d3",1008
1118,NULL,NULL,NULL,NULL,"506 D1",506
1119,NULL,NULL,1,NULL,"VD2.1",506
1120,NULL,NULL,1,NULL,"VD1.1",105
1121,NULL,NULL,2,NULL,"VD1.2",105
1122,NULL,NULL,1,NULL,"VD2.1",105
1123,NULL,NULL,2,NULL,"VD2.2",105
1124,NULL,NULL,1,NULL,"VD3.1",105
1125,NULL,NULL,2,NULL,"VD3.2",105
1126,NULL,NULL,3,NULL,"VD3.3",105
1127,NULL,NULL,NULL,NULL,"105 D8",105
1128,NULL,NULL,NULL,NULL,"105 D9",105
1129,NULL,NULL,NULL,NULL,"D1",105
1130,NULL,NULL,NULL,NULL,"506 D4",506
1131,NULL,NULL,1,NULL,"VD3.1",506
1132,NULL,NULL,1,NULL,"VD1.1",506
1133,NULL,NULL,1,NULL,"VD4.1",506
1134,NULL,NULL,1,NULL,"VD1.1",507
1135,NULL,NULL,2,NULL,"VD1.2",507
1136,NULL,NULL,1,NULL,"VD2.1",507
1137,NULL,NULL,1,NULL,"VD3.1",507
1138,NULL,NULL,1,NULL,"VD4.1",507
1139,NULL,NULL,1,NULL,"VD5.1",507
1140,NULL,NULL,2,NULL,"VD6.2",507
1141,NULL,NULL,1,NULL,"VD1.1",508
1142,NULL,NULL,1,NULL,"VD2.1",508
1143,NULL,NULL,2,NULL,"VD2.2",508
1144,NULL,NULL,1,NULL,"VD3.1",508
1145,NULL,NULL,1,NULL,"VD4.1",508
1146,NULL,NULL,1,NULL,"VD5.1",508
1147,NULL,NULL,2,NULL,"VD5.2",508
1148,NULL,NULL,NULL,NULL,"508 D8",508
1149,NULL,NULL,NULL,NULL,"D1",508
1150,NULL,NULL,1,NULL,"VD1.1",106
1151,NULL,NULL,2,NULL,"VD1.2",106
1152,NULL,NULL,3,NULL,"VD1.3",106
1153,NULL,NULL,1,NULL,"VD2.1",106
1154,NULL,NULL,2,NULL,"VD2.2",106
1155,NULL,NULL,NULL,NULL,"106 D10",106
1156,NULL,NULL,NULL,NULL,"106 D6",106
1157,NULL,NULL,1,NULL,"VD5.1",106
1158,NULL,NULL,NULL,NULL,"106 D7",106
1159,NULL,NULL,NULL,NULL,"106 D9",106
1160,NULL,NULL,2,NULL,"VD1.2",112
1161,NULL,NULL,1,NULL,"VD6.1",112
1162,NULL,NULL,1,NULL,"VD1.1",113
1163,NULL,NULL,2,NULL,"VD1.2",113
1164,NULL,NULL,1,NULL,"VD2.1",113
1165,NULL,NULL,2,NULL,"VD2.2",113
1166,NULL,NULL,1,NULL,"VD3.1",113
1167,NULL,NULL,2,NULL,"VD3.2",113
1168,NULL,NULL,NULL,NULL,"112 D3",112
1169,NULL,NULL,NULL,NULL,"113 D8",113
1170,NULL,NULL,NULL,NULL,"113 D9",113
1171,NULL,NULL,1,NULL,"VD6.1",113
1172,NULL,NULL,NULL,NULL,"112 D4",112
1173,NULL,NULL,NULL,NULL,"112 D7",112
1174,NULL,NULL,2,NULL,"VD3.2",112
1175,NULL,NULL,NULL,NULL,"112 D8",112
1176,NULL,NULL,1,NULL,"VD7.1",112
1177,NULL,NULL,NULL,NULL,"112 D9",112
1178,NULL,NULL,1,NULL,"VD1.1",112
1179,NULL,NULL,1,NULL,"VD3.1",112
1180,NULL,NULL,NULL,NULL,"113 D7",113
1182,NULL,NULL,2,NULL,"VD2.2",513
1184,NULL,NULL,2,NULL,"VD6.2",113
1185,NULL,NULL,3,NULL,"VD4.3",312
1186,NULL,NULL,NULL,NULL,"155 D5",155
1187,NULL,NULL,NULL,NULL,"D2",702
1188,NULL,NULL,NULL,NULL,"D3",702
1189,NULL,NULL,NULL,NULL,"D4",702
1190,NULL,NULL,NULL,NULL,"702 D6",702
1191,NULL,NULL,NULL,NULL,"610 D6",610
1192,NULL,NULL,2,NULL,"VD3.2",610
1193,NULL,NULL,1,NULL,"VD3.1",610
1194,NULL,NULL,1,NULL,"VD2.1",610
1195,NULL,NULL,2,NULL,"VD1.2",610
1196,NULL,NULL,1,NULL,"VD1.1",610
1197,NULL,NULL,NULL,NULL,"D6",351
1198,NULL,NULL,NULL,NULL,"D3",351
1199,NULL,NULL,1,NULL,"VD1.1",351
1200,NULL,NULL,NULL,NULL,"D1",351
1201,NULL,NULL,NULL,NULL,"D5",351
1202,NULL,NULL,NULL,NULL,"D4",351
1203,NULL,NULL,2,NULL,"VD1.2",351
1204,NULL,NULL,NULL,NULL,"D7",351
1205,NULL,NULL,NULL,NULL,"D2",351
1206,NULL,NULL,NULL,NULL,"1008 D10",1008
1207,NULL,NULL,1,NULL,"VD1.1",742
1208,NULL,NULL,2,NULL,"VD1.2",742
1209,NULL,NULL,3,NULL,"VD1.3",742
1210,NULL,NULL,1,NULL,"VD2.1",742
1211,NULL,NULL,1,NULL,"VD3.1",742
1212,NULL,NULL,2,NULL,"VD3.2",742
1213,NULL,NULL,3,NULL,"VD3.3",742
1214,NULL,NULL,1,NULL,"VD4.1",742
1215,NULL,NULL,2,NULL,"VD4.2",742
1216,NULL,NULL,1,NULL,"VD5.1",742
1217,NULL,NULL,2,NULL,"VD5.2",742
1218,NULL,NULL,1,NULL,"VD6.1",742
1219,NULL,NULL,NULL,NULL,"d7",1008
1220,NULL,NULL,2,NULL,"VD5.2",609
1221,NULL,NULL,NULL,NULL,"d1",1003
1222,NULL,NULL,NULL,NULL,"d2",1003
1223,NULL,NULL,NULL,NULL,"d3",1003
1224,NULL,NULL,NULL,NULL,"d4",1003
1225,NULL,NULL,NULL,NULL,"d5",1003
1226,NULL,NULL,NULL,NULL,"d6",1003
1227,NULL,NULL,NULL,NULL,"d7",1003
1228,NULL,NULL,NULL,NULL,"d8",1003
1229,NULL,NULL,NULL,NULL,"d9",1003
1230,NULL,NULL,NULL,NULL,"d10",1003
1231,NULL,NULL,NULL,NULL,"d11",1003
1232,NULL,NULL,1,NULL,"VD5.1",609
1233,NULL,NULL,1,NULL,"VD6.1",609
1234,NULL,NULL,NULL,NULL,"D1",1018
1235,NULL,NULL,NULL,NULL,"D2",1018
1236,NULL,NULL,NULL,NULL,"D3",1018
1237,NULL,NULL,NULL,NULL,"D4",1018
1238,NULL,NULL,NULL,NULL,"D5",1018
1239,NULL,NULL,NULL,NULL,"D6",1018
1240,NULL,NULL,NULL,NULL,"D7",1018
1241,NULL,NULL,NULL,NULL,"D8",1018
1242,NULL,NULL,NULL,NULL,"121 D6",121
1244,NULL,NULL,1,NULL,"VD1.1",411
1245,NULL,NULL,NULL,NULL,"d11",1007
1246,NULL,NULL,NULL,NULL,"d10",1007
1247,NULL,NULL,NULL,NULL,"d9",1007
1248,NULL,NULL,NULL,NULL,"d8",1007
1249,NULL,NULL,NULL,NULL,"d7",1007
1250,NULL,NULL,NULL,NULL,"d6",1007
1251,NULL,NULL,NULL,NULL,"d5",1007
1252,NULL,NULL,NULL,NULL,"d4",1007
1253,NULL,NULL,NULL,NULL,"d3",1007
1254,NULL,NULL,NULL,NULL,"d2",1007
1256,NULL,NULL,1,NULL,"VD1.1",356
1257,NULL,NULL,2,NULL,"VD1.2",356
1258,NULL,NULL,1,NULL,"VD2.1",356
1259,NULL,NULL,2,NULL,"VD2.2",356
1260,NULL,NULL,2,NULL,"VD1.2",411
1261,NULL,NULL,1,NULL,"VD1.1",603
1262,NULL,NULL,2,NULL,"VD1.2",603
1263,NULL,NULL,1,NULL,"VD2.1",603
1264,NULL,NULL,2,NULL,"VD2.2",603
1265,NULL,NULL,1,NULL,"VD3.1",603
1266,NULL,NULL,2,NULL,"VD3.2",603
1267,NULL,NULL,1,NULL,"VD4.1",603
1268,NULL,NULL,2,NULL,"VD4.2",603
1269,NULL,NULL,1,NULL,"VD5.1",603
1270,NULL,NULL,2,NULL,"VD5.2",603
1271,NULL,NULL,NULL,NULL,"603 D11",603
1272,NULL,NULL,3,NULL,"VD1.3",411
1273,NULL,NULL,1,NULL,"VD2.1",411
1274,NULL,NULL,1,NULL,"VD1.1",605
1275,NULL,NULL,2,NULL,"VD1.2",605
1276,NULL,NULL,1,NULL,"VD2.1",605
1277,NULL,NULL,NULL,NULL,"605 D4",605
1278,NULL,NULL,1,NULL,"VD3.1",411
1279,NULL,NULL,1,NULL,"VD1.1",721
1280,NULL,NULL,1,NULL,"VD2.1",721
1281,NULL,NULL,1,NULL,"VD3.1",721
1282,NULL,NULL,1,NULL,"VD4.1",721
1283,NULL,NULL,1,NULL,"VD5.1",721
1284,NULL,NULL,2,NULL,"VD6.2",721
1285,NULL,NULL,1,NULL,"VD7.1",721
1286,NULL,NULL,1,NULL,"VD7.1",721
1287,NULL,NULL,1,NULL,"VD1.1",765
1288,NULL,NULL,2,NULL,"VD1.2",765
1289,NULL,NULL,1,NULL,"VD2.1",765
1290,NULL,NULL,2,NULL,"VD2.2",765
1291,NULL,NULL,1,NULL,"VD3.1",765
1292,NULL,NULL,1,NULL,"VD4.1",765
1293,NULL,NULL,1,NULL,"VD5.1",765
1294,NULL,NULL,2,NULL,"VD5.2",765
1295,NULL,NULL,1,NULL,"VD6.1",765
1296,NULL,NULL,2,NULL,"VD6.2",765
1297,NULL,NULL,1,NULL,"VD7.1",765
1298,NULL,NULL,1,NULL,"VD8.1",765
1299,NULL,NULL,2,NULL,"VD8.2",765
1300,NULL,NULL,NULL,NULL,"D1",781
1301,NULL,NULL,NULL,NULL,"D2",781
1302,NULL,NULL,NULL,NULL,"D3",781
1303,NULL,NULL,NULL,NULL,"D4",781
1304,NULL,NULL,NULL,NULL,"D5",781
1305,NULL,NULL,NULL,NULL,"D6",781
1306,NULL,NULL,NULL,NULL,"D7",781
1307,NULL,NULL,NULL,NULL,"D8",781
1308,NULL,NULL,NULL,NULL,"D9",781
1309,NULL,NULL,2,NULL,"VD3.2",411
1310,NULL,NULL,1,NULL,"VD2.1",1015
1311,NULL,NULL,1,NULL,"VD1.1",1015
1312,NULL,NULL,1,NULL,"VD1.1",763
1313,NULL,NULL,2,NULL,"VD1.2",763
1314,NULL,NULL,1,NULL,"VD2.1",763
1315,NULL,NULL,2,NULL,"VD2.2",763
1316,NULL,NULL,1,NULL,"VD3.1",763
1317,NULL,NULL,2,NULL,"VD3.2",763
1318,NULL,NULL,1,NULL,"VD4.1",763
1319,NULL,NULL,2,NULL,"VD4.2",763
1320,NULL,NULL,3,NULL,"VD4.3",763
1321,NULL,NULL,NULL,NULL,"D10",762
1322,NULL,NULL,2,NULL,"VD5.2",763
1323,NULL,NULL,1,NULL,"VD6.1",763
1324,NULL,NULL,2,NULL,"VD6.2",763
1325,NULL,NULL,1,NULL,"VD1.1",606
1326,NULL,NULL,2,NULL,"VD1.2",606
1327,NULL,NULL,1,NULL,"VD2.1",606
1328,NULL,NULL,1,NULL,"VD3.1",606
1329,NULL,NULL,1,NULL,"VD4.1",606
1330,NULL,NULL,1,NULL,"VD5.1",606
1331,NULL,NULL,1,NULL,"VD6.1",606
1332,NULL,NULL,2,NULL,"VD6.2",606
1333,NULL,NULL,1,NULL,"VD7.1",606
1334,NULL,NULL,1,NULL,"VD8.1",606
1335,NULL,NULL,1,NULL,"VD9.1",606
1336,NULL,NULL,1,NULL,"VD4.1",411
1337,NULL,NULL,2,NULL,"VD4.2",411
1338,NULL,NULL,1,NULL,"VD1.1",841
1339,NULL,NULL,2,NULL,"VD4.2",841
1340,NULL,NULL,1,NULL,"VD4.1",841
1341,NULL,NULL,2,NULL,"VD3.2",841
1342,NULL,NULL,1,NULL,"VD3.1",841
1343,NULL,NULL,2,NULL,"VD2.2",841
1344,NULL,NULL,1,NULL,"VD2.1",841
1345,NULL,NULL,NULL,NULL,"D1",830
1346,NULL,NULL,1,NULL,"VD5.1",411
1347,NULL,NULL,2,NULL,"VD5.2",411
1348,NULL,NULL,NULL,NULL,"D7",830
1349,NULL,NULL,NULL,NULL,"D6",830
1350,NULL,NULL,NULL,NULL,"D5",830
1351,NULL,NULL,NULL,NULL,"D4",830
1352,NULL,NULL,NULL,NULL,"D3",830
1353,NULL,NULL,NULL,NULL,"D2",830
1354,NULL,NULL,NULL,NULL,"215 D9",215
1355,NULL,NULL,1,NULL,"VD4.1",215
1356,NULL,NULL,2,NULL,"VD3.2",215
1357,NULL,NULL,NULL,NULL,"215 D19",215
1358,NULL,NULL,2,NULL,"VD10.2",215
1359,NULL,NULL,2,NULL,"VD11.2",215
1360,NULL,NULL,1,NULL,"VD8.1",215
1361,NULL,NULL,2,NULL,"VD1.2 (7.1",215
1362,NULL,NULL,NULL,NULL,"215 D2",215
1363,NULL,NULL,1,NULL,"VD9.1",215
1364,NULL,NULL,2,NULL,"VD6.2",215
1365,NULL,NULL,1,NULL,"VD2.1",215
1366,NULL,NULL,3,NULL,"VD8.3",215
1367,NULL,NULL,1,NULL,"VD1.1",215
1368,NULL,NULL,1,NULL,"VD3.1",215
1369,NULL,NULL,1,NULL,"VD6.1",215
1370,NULL,NULL,1,NULL,"VD12.1",215
1371,NULL,NULL,2,NULL,"VD8.2",215
1372,NULL,NULL,2,NULL,"VD4.2",215
1373,NULL,NULL,1,NULL,"VD10.1",215
1374,NULL,NULL,1,NULL,"VD5.1",215
1375,NULL,NULL,NULL,NULL,"D2",404
1376,NULL,NULL,NULL,NULL,"404 D11",404
1377,NULL,NULL,NULL,NULL,"404 D12",404
1378,NULL,NULL,NULL,NULL,"404 D13",404
1379,NULL,NULL,NULL,NULL,"D1",260
1380,NULL,NULL,NULL,NULL,"D2",260
1381,NULL,NULL,NULL,NULL,"D3",260
1382,NULL,NULL,NULL,NULL,"D4",260
1383,NULL,NULL,NULL,NULL,"D5",260
1384,NULL,NULL,NULL,NULL,"D8",260
1385,NULL,NULL,NULL,NULL,"D9",260
1386,NULL,NULL,NULL,NULL,"D10",260
1387,NULL,NULL,1,NULL,"VD1.1",821
1388,NULL,NULL,2,NULL,"VD1.2",821
1389,NULL,NULL,3,NULL,"VD1.3",821
1390,NULL,NULL,NULL,NULL,"D1",821
1391,NULL,NULL,NULL,NULL,"D2",821
1392,NULL,NULL,NULL,NULL,"D3",821
1393,NULL,NULL,NULL,NULL,"D4",821
1394,NULL,NULL,NULL,NULL,"D5",821
1395,NULL,NULL,NULL,NULL,"D6",821
1396,NULL,NULL,NULL,NULL,"D7",821
1397,NULL,NULL,NULL,NULL,"D8",821
1398,NULL,NULL,NULL,NULL,"D9",821
1399,NULL,NULL,NULL,NULL,"842 D1",842
1400,NULL,NULL,1,NULL,"VD2.1",842
1401,NULL,NULL,2,NULL,"VD2.2",842
1402,NULL,NULL,1,NULL,"VD3.1",842
1403,NULL,NULL,1,NULL,"VD4.1",842
1404,NULL,NULL,2,NULL,"VD4.2",842
1405,NULL,NULL,1,NULL,"VD5.1",842
1406,NULL,NULL,2,NULL,"VD5.2",842
1407,NULL,NULL,1,NULL,"VD6.1",842
1408,NULL,NULL,1,NULL,"VD7.1",842
1409,NULL,NULL,2,NULL,"VD7.2",842
1410,NULL,NULL,1,NULL,"VD8.1",842
1411,NULL,NULL,1,NULL,"VD6.1",411
1412,NULL,NULL,2,NULL,"VD6.2",411
1413,NULL,NULL,3,NULL,"VD6.3",411
1415,NULL,NULL,NULL,NULL,"404 D14",404
1416,NULL,NULL,NULL,NULL,"404 D15",404
1417,NULL,NULL,NULL,NULL,"404 D16",404
1418,NULL,NULL,NULL,NULL,"404 D17",404
1419,NULL,NULL,NULL,NULL,"404 D18",404
1420,NULL,NULL,NULL,NULL,"404 D19",404
1421,NULL,NULL,2,NULL,"VD1.2",154
1422,NULL,NULL,NULL,NULL,"154 D3",154
1423,NULL,NULL,1,NULL,"VD3.1",154
1424,NULL,NULL,1,NULL,"VD4.1",154
1425,NULL,NULL,2,NULL,"VD4.2",154
1426,NULL,NULL,2,NULL,"VD1.2",155
1427,NULL,NULL,1,NULL,"VD1.1",881
1428,NULL,NULL,2,NULL,"VD1.2",881
1429,NULL,NULL,1,NULL,"VD2.1",881
1430,NULL,NULL,2,NULL,"VD2.2",881
1431,NULL,NULL,1,NULL,"VD3.1",881
1432,NULL,NULL,2,NULL,"VD3.2",881
1433,NULL,NULL,1,NULL,"VD2.1",155
1434,NULL,NULL,1,NULL,"VD1.1",155
1435,NULL,NULL,1,NULL,"VD1.1",882
1436,NULL,NULL,2,NULL,"VD1.2",882
1437,NULL,NULL,1,NULL,"VD2.1",882
1438,NULL,NULL,2,NULL,"VD2.2",882
1439,NULL,NULL,1,NULL,"VD3.1",882
1440,NULL,NULL,2,NULL,"VD3.2",882
1441,NULL,NULL,3,NULL,"VD5.3",828
1442,NULL,NULL,2,NULL,"VD2.2",155
1443,NULL,NULL,1,NULL,"vd1.1",1006
1444,NULL,NULL,1,NULL,"VD1.1",828
1445,NULL,NULL,2,NULL,"VD1.2",828
1446,NULL,NULL,1,NULL,"VD2.1",828
1447,NULL,NULL,2,NULL,"VD2.2",828
1448,NULL,NULL,1,NULL,"VD3.1",828
1449,NULL,NULL,2,NULL,"VD3.2",828
1450,NULL,NULL,3,NULL,"VD3.3",828
1451,NULL,NULL,1,NULL,"VD4.1",828
1452,NULL,NULL,1,NULL,"VD5.1",828
1453,NULL,NULL,2,NULL,"VD5.2",828
1454,NULL,NULL,1,NULL,"VD1.1",825
1455,NULL,NULL,1,NULL,"VD1.1",824
1456,NULL,NULL,2,NULL,"VD1.2",824
1457,NULL,NULL,3,NULL,"VD1.3",824
1458,NULL,NULL,1,NULL,"VD2.1",824
1459,NULL,NULL,2,NULL,"VD2.2",824
1460,NULL,NULL,1,NULL,"VD3.1",824
1461,NULL,NULL,2,NULL,"VD3.2",824
1464,NULL,NULL,2,NULL,"VD1.2",825
1465,NULL,NULL,1,NULL,"VD2.1",825
1466,NULL,NULL,2,NULL,"VD2.2",825
1467,NULL,NULL,3,NULL,"VD2.3",825
1468,NULL,NULL,1,NULL,"VD3.1",825
1469,NULL,NULL,2,NULL,"VD3.2",825
1470,NULL,NULL,1,NULL,"VD4.1",825
1471,NULL,NULL,2,NULL,"VD4.2",825
1472,NULL,NULL,3,NULL,"VD4.3",825
1473,NULL,NULL,3,NULL,"VD4.3",823
1474,NULL,NULL,1,NULL,"VD2.1",803
1475,NULL,NULL,1,NULL,"VD3.1",803
1476,NULL,NULL,2,NULL,"VD3.2",803
1477,NULL,NULL,2,NULL,"VD3.2",803
1478,NULL,NULL,1,NULL,"VD4.1",803
1479,NULL,NULL,2,NULL,"VD4.2",803
1480,NULL,NULL,2,NULL,"VD4.2",312
1481,NULL,NULL,1,NULL,"VD1.1",823
1482,NULL,NULL,2,NULL,"VD1.2",823
1483,NULL,NULL,3,NULL,"VD1.3",823
1484,NULL,NULL,1,NULL,"VD2.1",823
1485,NULL,NULL,2,NULL,"VD2.2",823
1486,NULL,NULL,3,NULL,"VD2.3",823
1487,NULL,NULL,1,NULL,"VD3.1",823
1488,NULL,NULL,2,NULL,"VD3.2",823
1489,NULL,NULL,1,NULL,"VD4.1",823
1490,NULL,NULL,2,NULL,"VD4.2",823
1491,NULL,NULL,1,NULL,"VD1.1",803
1492,NULL,NULL,2,NULL,"VD1.2",803
1493,NULL,NULL,NULL,NULL,"842 D13",842
1494,NULL,NULL,1,NULL,"VD1.1",801
1495,NULL,NULL,2,NULL,"VD1.2",801
1496,NULL,NULL,1,NULL,"VD2.1",801
1497,NULL,NULL,2,NULL,"VD2.2",801
1498,NULL,NULL,1,NULL,"VD3.1",801
1499,NULL,NULL,2,NULL,"VD3.2",801
1500,NULL,NULL,1,NULL,"VD4.1",801
1501,NULL,NULL,2,NULL,"VD4.2",801
1502,NULL,NULL,1,NULL,"VD5.1",801
1503,NULL,NULL,2,NULL,"VD5.2",801
1504,NULL,NULL,1,NULL,"VD6.1",801
1505,NULL,NULL,NULL,NULL,"842 D15",842
1506,NULL,NULL,2,NULL,"VD4.2",785
1507,NULL,NULL,1,NULL,"VD1.1",785
1508,NULL,NULL,2,NULL,"VD1.2",785
1509,NULL,NULL,3,NULL,"VD1.3",785
1510,NULL,NULL,1,NULL,"VD2.1",785
1511,NULL,NULL,2,NULL,"VD2.2",785
1512,NULL,NULL,1,NULL,"VD3.1",785
1513,NULL,NULL,2,NULL,"VD3.2",785
1514,NULL,NULL,3,NULL,"VD3.3",785
1515,NULL,NULL,1,NULL,"VD4.1",785
1516,NULL,NULL,NULL,NULL,"D17",784
1517,NULL,NULL,NULL,NULL,"D1",784
1518,NULL,NULL,NULL,NULL,"D2",784
1519,NULL,NULL,NULL,NULL,"D3",784
1520,NULL,NULL,NULL,NULL,"D4",784
1521,NULL,NULL,NULL,NULL,"D5",784
1522,NULL,NULL,NULL,NULL,"D6",784
1523,NULL,NULL,NULL,NULL,"D7",784
1524,NULL,NULL,NULL,NULL,"D8",784
1525,NULL,NULL,NULL,NULL,"D9",784
1526,NULL,NULL,NULL,NULL,"D10",784
1527,NULL,NULL,NULL,NULL,"D11",784
1528,NULL,NULL,NULL,NULL,"D12",784
1529,NULL,NULL,NULL,NULL,"D13",784
1530,NULL,NULL,NULL,NULL,"D14",784
1531,NULL,NULL,NULL,NULL,"D15",784
1532,NULL,NULL,NULL,NULL,"D16",784
1533,NULL,NULL,NULL,NULL,"842 D16",842
1534,NULL,NULL,NULL,NULL,"1033 D8",1033
1535,NULL,NULL,NULL,NULL,"405 D1",405
1536,NULL,NULL,NULL,NULL,"405 D2",405
1537,NULL,NULL,NULL,NULL,"D3",405
1538,NULL,NULL,NULL,NULL,"405 D4",405
1545,NULL,NULL,NULL,NULL,"D11",405
1546,NULL,NULL,NULL,NULL,"D12",405
1547,NULL,NULL,NULL,NULL,"D13",405
1548,NULL,NULL,NULL,NULL,"D14",405
1549,NULL,NULL,NULL,NULL,"D15",405
1550,NULL,NULL,NULL,NULL,"1033 D6",1033
1551,NULL,NULL,NULL,NULL,"1033 D3",1033
1552,NULL,NULL,NULL,NULL,"1033 D5",1033
1553,NULL,NULL,NULL,NULL,"1033 D2",1033
1554,NULL,NULL,1,NULL,"VD1.1",406
1555,NULL,NULL,2,NULL,"VD1.2",406
1556,NULL,NULL,1,NULL,"VD2.1",406
1557,NULL,NULL,2,NULL,"VD2.2",406
1558,NULL,NULL,NULL,NULL,"1033 D11",1033
1559,NULL,NULL,NULL,NULL,"1033 D9",1033
1560,NULL,NULL,1,NULL,"VD1.1",407
1561,NULL,NULL,2,NULL,"VD1.2",407
1562,NULL,NULL,1,NULL,"VD2.1",407
1563,NULL,NULL,2,NULL,"VD2.2",407
1564,NULL,NULL,NULL,NULL,"407 D5",407
1565,NULL,NULL,NULL,NULL,"1033 D4",1033
1566,NULL,NULL,NULL,NULL,"1033 D10",1033
1567,NULL,NULL,1,NULL,"VD1.1",408
1568,NULL,NULL,2,NULL,"VD1.2",408
1569,NULL,NULL,3,NULL,"VD1.3",408
1570,NULL,NULL,1,NULL,"VD2.1",408
1571,NULL,NULL,2,NULL,"VD2.2",408
1572,NULL,NULL,1,NULL,"VD3.1",408
1573,NULL,NULL,2,NULL,"VD3.2",408
1574,NULL,NULL,1,NULL,"VD4.1",408
1575,NULL,NULL,2,NULL,"VD4.2",408
1576,NULL,NULL,1,NULL,"VD5.1",408
1577,NULL,NULL,2,NULL,"VD5.2",408
1578,NULL,NULL,3,NULL,"VD5.3",408
1579,NULL,NULL,1,NULL,"VD6.1",408
1580,NULL,NULL,1,NULL,"VD7.1",408
1581,NULL,NULL,2,NULL,"VD7.2",408
1582,NULL,NULL,1,NULL,"VD8.1",408
1583,NULL,NULL,2,NULL,"VD1.2",201
1584,NULL,NULL,1,NULL,"VD9.1",201
1585,NULL,NULL,1,NULL,"VD1.1",525
1586,NULL,NULL,1,NULL,"VD5.1",525
1587,NULL,NULL,1,NULL,"VD1.1",409
1588,NULL,NULL,2,NULL,"VD1.2",409
1589,NULL,NULL,1,NULL,"VD2.1",409
1590,NULL,NULL,2,NULL,"VD2.2",409
1591,NULL,NULL,3,NULL,"VD2.3",409
1592,NULL,NULL,1,NULL,"VD3.1",409
1593,NULL,NULL,2,NULL,"VD3.2",409
1594,NULL,NULL,3,NULL,"VD3.3",409
1595,NULL,NULL,NULL,NULL,"D1",409
1596,NULL,NULL,NULL,NULL,"D2",409
1597,NULL,NULL,NULL,NULL,"D3",409
1598,NULL,NULL,1,NULL,"VD4.1",525
1599,NULL,NULL,1,NULL,"VD3.1",525
1600,NULL,NULL,1,NULL,"VD2.1",525
1601,NULL,NULL,1,NULL,"VD1.1",410
1602,NULL,NULL,2,NULL,"VD1.2",410
1603,NULL,NULL,3,NULL,"VD1.3",410
